segmentNumber,segmentName,procNumber,procName,isFunction,isAssembly,parameters,returnType
1,PASCALCOMPILER,1,PASCALCOMPILER,false,false,JUNK1:INTEGER;JUNK2:INTEGER,
1,PASCALCOMPILER,2,IDSEARCH,false,true,SYMCURSOR:0..1023;SYMBUF:PACKED ARRAY[0..1023] OF CHAR,
1,PASCALCOMPILER,3,TREESEARCH,true,true,ROOTP:^NODE;FOUNDP:^NODE;TARGET:PACKED ARRAY [1..8] OF CHAR,INTEGER
1,PASCALCOMPILER,4,ERROR,false,false,ERRORNUM:INTEGER,
1,PASCALCOMPILER,5,,false,false,,
1,PASCALCOMPILER,6,PRINTLINE,false,false,,
1,PASCALCOMPILER,7,ENTERID,false,false,FCP:CTP,
1,PASCALCOMPILER,8,INSYMBOL,false,false,,
1,PASCALCOMPILER,9,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
1,PASCALCOMPILER,10,SEARCHID,false,false,FIDCLS:SETOFIDS;FCP:CTP,
1,PASCALCOMPILER,11,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN,
1,PASCALCOMPILER,12,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;ERRORNUM:INTEGER,
1,PASCALCOMPILER,13,,false,false,PARAM1:UNKNOWN,
1,PASCALCOMPILER,14,CHECKEND,false,false,,
1,PASCALCOMPILER,15,,true,false,PARAM1:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,16,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
1,PASCALCOMPILER,17,,true,false,PARAM1:UNKNOWN,BOOLEAN
1,PASCALCOMPILER,18,,true,false,PARAM1:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,19,,true,false,PARAM1:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,20,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,
1,PASCALCOMPILER,21,,true,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,UNKNOWN
1,PASCALCOMPILER,22,,false,false,PARAM1:UNKNOWN,
1,PASCALCOMPILER,23,,false,false,PARAM1:UNKNOWN,
1,PASCALCOMPILER,24,WRITECODE,false,false,FORCEBUF:BOOLEAN,
1,PASCALCOMPILER,25,FINISHSEG,false,false,,
1,PASCALCOMPILER,26,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
1,PASCALCOMPILER,27,,false,false,,
1,PASCALCOMPILER,28,,false,false,PARAM1:UNKNOWN,
1,PASCALCOMPILER,29,,true,false,PARAM1:UNKNOWN,BOOLEAN
1,PASCALCOMPILER,30,,false,false,,
1,PASCALCOMPILER,31,,false,false,,
10,ROUTINE,1,ROUTINE,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,
10,ROUTINE,10,,false,false,,
10,ROUTINE,11,,false,false,,
10,ROUTINE,12,,false,false,,
10,ROUTINE,13,,false,false,,
10,ROUTINE,14,,false,false,,
10,ROUTINE,15,,false,false,,
10,ROUTINE,16,,false,false,,
10,ROUTINE,17,,false,false,,
10,ROUTINE,2,,false,false,,
10,ROUTINE,3,,false,false,,
10,ROUTINE,4,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,
10,ROUTINE,5,,false,false,,
10,ROUTINE,6,,false,false,,
10,ROUTINE,7,,false,false,,
10,ROUTINE,8,,false,false,,
10,ROUTINE,9,,false,false,,
11,STATEMEN,1,STATEMEN,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
11,STATEMEN,2,,false,false,PARAM1:UNKNOWN,
11,STATEMEN,3,,false,false,,
11,STATEMEN,4,,false,false,,
11,STATEMEN,5,,false,false,,
11,STATEMEN,6,,false,false,,
11,STATEMEN,7,,false,false,,
11,STATEMEN,8,,false,false,,
12,CASESTAT,1,CASESTAT,false,false,,
13,FORSTATE,1,FORSTATE,false,false,,
14,BODY1,1,BODY1,false,false,,
15,BODY3,1,BODY3,false,false,,
15,BODY3,2,,false,false,,
16,WRITELINKERINFO,1,WRITELIN,false,false,,
16,WRITELINKERINFO,2,,false,false,PARAM1:UNKNOWN,
16,WRITELINKERINFO,3,,false,false,,
16,WRITELINKERINFO,4,,false,false,PARAM1:UNKNOWN,
17,UNITPART,1,UNITPART,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
17,UNITPART,2,OPENREFFILE,false,false,,
17,UNITPART,3,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,
17,UNITPART,4,,false,false,,
18,COMPOPTI,1,COMMENTER,true,false,STOPPER:CHAR,BOOLEAN
18,COMPOPTI,2,,false,false,,
18,COMPOPTI,3,SCANSTRING,false,false,STRG:STRING;MAXLENG:INTEGER,
18,COMPOPTI,4,,false,false,,
18,COMPOPTI,5,,false,false,PARAM1:UNKNOWN,
19,NUMSTRIN,1,NUMSTRIN,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
19,NUMSTRIN,2,,false,false,,
19,NUMSTRIN,3,,false,false,,
20,FINISHUP,1,FINISHUP,false,false,,
7,COMPINIT,1,COMPINIT,false,false,,
7,COMPINIT,10,INITSETS,false,false,,
7,COMPINIT,11,CHKVERSION,false,false,,
7,COMPINIT,2,,false,false,,
7,COMPINIT,3,,false,false,,
7,COMPINIT,4,,false,false,,
7,COMPINIT,5,,false,false,PARAM1:UNKNOWN,
7,COMPINIT,6,,false,false,PARAM1:UNKNOWN,
7,COMPINIT,7,,false,false,,
7,COMPINIT,8,,false,false,,
7,COMPINIT,9,INITSCALARS,false,false,,
8,DECLARATIONPART,1,DECLARATIONPART,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
8,DECLARATIONPART,10,,false,false,,
8,DECLARATIONPART,11,,false,false,PARAM1:UNKNOWN,
8,DECLARATIONPART,12,GETTEXT,false,false,FOUND:BOOLEAN,
8,DECLARATIONPART,13,,true,false,,UNKNOWN
8,DECLARATIONPART,14,,true,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,UNKNOWN
8,DECLARATIONPART,15,,false,false,,
8,DECLARATIONPART,16,,false,false,,
8,DECLARATIONPART,17,,false,false,,
8,DECLARATIONPART,18,,false,false,,
8,DECLARATIONPART,19,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
8,DECLARATIONPART,2,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
8,DECLARATIONPART,20,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,
8,DECLARATIONPART,3,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,
8,DECLARATIONPART,4,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN;PARAM6:UNKNOWN,
8,DECLARATIONPART,5,,true,false,PARAM1:UNKNOWN,UNKNOWN
8,DECLARATIONPART,6,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,
8,DECLARATIONPART,7,,false,false,PARAM1:UNKNOWN,
8,DECLARATIONPART,8,,false,false,,
8,DECLARATIONPART,9,,false,false,,
9,BODYPART,1,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,
9,BODYPART,10,,false,false,,
9,BODYPART,11,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,12,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,13,,false,false,PARAM1:UNKNOWN,
9,BODYPART,14,,false,false,PARAM1:UNKNOWN,
9,BODYPART,15,,false,false,,
9,BODYPART,16,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
9,BODYPART,17,,false,false,PARAM1:UNKNOWN,
9,BODYPART,18,,false,false,PARAM1:UNKNOWN,
9,BODYPART,19,,false,false,PARAM1:UNKNOWN,
9,BODYPART,2,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN,
9,BODYPART,20,,false,false,PARAM1:UNKNOWN,
9,BODYPART,21,,false,false,PARAM1:UNKNOWN,
9,BODYPART,22,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,
9,BODYPART,23,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN;PARAM5:UNKNOWN,
9,BODYPART,24,,false,false,,
9,BODYPART,25,,false,false,,
9,BODYPART,26,,false,false,PARAM1:UNKNOWN,
9,BODYPART,27,,false,false,,
9,BODYPART,28,,false,false,PARAM1:UNKNOWN,
9,BODYPART,29,,false,false,,
9,BODYPART,3,,false,false,PARAM1:UNKNOWN,
9,BODYPART,30,,false,false,,
9,BODYPART,31,,false,false,,
9,BODYPART,32,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
9,BODYPART,33,,false,false,PARAM1:UNKNOWN,
9,BODYPART,34,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,35,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,36,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN;PARAM4:UNKNOWN,
9,BODYPART,37,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
9,BODYPART,38,,false,false,,
9,BODYPART,4,,false,false,PARAM1:UNKNOWN,
9,BODYPART,5,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
9,BODYPART,6,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN;PARAM3:UNKNOWN,
9,BODYPART,7,,false,false,PARAM1:UNKNOWN;PARAM2:UNKNOWN,
9,BODYPART,8,,false,false,,
9,BODYPART,9,,false,false,,
